complex_name,protein_path,ligand_description,protein_sequence
FC(F)(F)c1cc(NC(=O)c2cc(Nc3cncc(c3)C(=O)N)c(cc2)C)ccc1,input/pdb/2.pdb,FC(F)(F)c1cc(NC(=O)c2cc(Nc3cncc(c3)C(=O)N)c(cc2)C)ccc1,
FC(F)(F)c1cc(NC(=O)c2cc(Nc3cncc(c3)C(=O)N)c(cc2)C)ccc1,input/pdb/3.pdb,FC(F)(F)c1cc(NC(=O)c2cc(Nc3cncc(c3)C(=O)N)c(cc2)C)ccc1,
S1C=2C(=NNC2C=C1C(F)F)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3,input/pdb/16.pdb,S1C=2C(=NNC2C=C1C(F)F)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3,
S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)CC)CC5,input/pdb/16.pdb,S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)CC)CC5,
S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)C=C)CC5,input/pdb/16.pdb,S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)C=C)CC5,
Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,input/pdb/16.pdb,Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,
O=C(NC=1C(=NN(c2c3c(ccc2)cccc3)C1)C(=O)N)N,input/pdb/16.pdb,O=C(NC=1C(=NN(c2c3c(ccc2)cccc3)C1)C(=O)N)N,
S1C(c2ccccc2)=CC=3NN=C(C13)C=4Nc5c(ccc(c5)C(O)(CC)CC)C4,input/pdb/16.pdb,S1C(c2ccccc2)=CC=3NN=C(C13)C=4Nc5c(ccc(c5)C(O)(CC)CC)C4,
S(=O)(=O)(N)c1cc(Nc2nc3c(cn2)ccc4SC(c5ccccc5)=Cc43)ccc1,input/pdb/16.pdb,S(=O)(=O)(N)c1cc(Nc2nc3c(cn2)ccc4SC(c5ccccc5)=Cc43)ccc1,
S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c2)C=5C=NNC5,input/pdb/16.pdb,S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c2)C=5C=NNC5,
O=C(NC=1C=NN(C1)[C@@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/16.pdb,O=C(NC=1C=NN(C1)[C@@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,
O=C(NC=1C(=O)NC=C(c2ccncc2)C1)c3ccccc3,input/pdb/16.pdb,O=C(NC=1C(=O)NC=C(c2ccncc2)C1)c3ccccc3,
Fc1c(N(C(=O)/C=C\CN(C)C)C)cc2N3C(C(=Nc2c1)Nc4c(cccc4)C)=CN=C3,input/pdb/16.pdb,Fc1c(N(C(=O)/C=C\CN(C)C)C)cc2N3C(C(=Nc2c1)Nc4c(cccc4)C)=CN=C3,
O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNC4=C3CCC(C4)(C)C,input/pdb/16.pdb,O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNC4=C3CCC(C4)(C)C,
O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C=3NN=C4C3C=CC=C4,input/pdb/16.pdb,O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C=3NN=C4C3C=CC=C4,
O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/16.pdb,O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C3=NNc4c3ccc(c4)C=5C=NNC5,
S(=O)(=O)(c1cc(nc(NC2CCC(O)CC2)c1)NC3=NNC(c4ccccc4)=C3)c5ccccc5,input/pdb/16.pdb,S(=O)(=O)(c1cc(nc(NC2CCC(O)CC2)c1)NC3=NNC(c4ccccc4)=C3)c5ccccc5,
S1c2nc(OC)ccc2N=C1Nc3nc(nc(c3)C(F)(F)c4ccc(F)cc4)NC5CCC(O)CC5,input/pdb/16.pdb,S1c2nc(OC)ccc2N=C1Nc3nc(nc(c3)C(F)(F)c4ccc(F)cc4)NC5CCC(O)CC5,
S1C=2C(=NNC2C=C1)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3c5ccc(OC)cc5,input/pdb/16.pdb,S1C=2C(=NNC2C=C1)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3c5ccc(OC)cc5,
O=C1N(N=C(NC2=NNC(=C2)C)c3c1cc(cc3)CN4CCN(CC4)C)C5CCOCC5,input/pdb/16.pdb,O=C1N(N=C(NC2=NNC(=C2)C)c3c1cc(cc3)CN4CCN(CC4)C)C5CCOCC5,
S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c5cnccc5)c2,input/pdb/16.pdb,S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c5cnccc5)c2,
O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/16.pdb,O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,
O=C(NC=1C(=NN(c2c3c(ccc(OC(C)C)c3)ccc2)C1)C(=O)N)N,input/pdb/16.pdb,O=C(NC=1C(=NN(c2c3c(ccc(OC(C)C)c3)ccc2)C1)C(=O)N)N,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/16.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@@H]5CN(C(=O)CC)CCC5,input/pdb/16.pdb,O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@@H]5CN(C(=O)CC)CCC5,
O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/16.pdb,O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
O=C(Nc1cc(ccc1)C(C)(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)C=C)CCC5,input/pdb/16.pdb,O=C(Nc1cc(ccc1)C(C)(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)C=C)CCC5,
O=C(NC=1C(=NN(c2c3c(ccc(OC)c3)ccc2)C1)C(=O)N)N,input/pdb/16.pdb,O=C(NC=1C(=NN(c2c3c(ccc(OC)c3)ccc2)C1)C(=O)N)N,
O=C(NC=1C(=O)NC=C(c2nc(ncc2)NC)C1)c3ccc(N4CCCCC4)cc3,input/pdb/16.pdb,O=C(NC=1C(=O)NC=C(c2nc(ncc2)NC)C1)c3ccc(N4CCCCC4)cc3,
S1C=2C(=NNC2C=C1)C=3Nc4c(c(OCCN5CCOCC5)cc(c4)C(O)(CC)CC)C3,input/pdb/16.pdb,S1C=2C(=NNC2C=C1)C=3Nc4c(c(OCCN5CCOCC5)cc(c4)C(O)(CC)CC)C3,
S(c1c(cc(OC)c(c1)C(=O)N2CCN(C(=O)C)CC2)C)C=3SC(=NC3)NC(=O)c4ccc(cc4)CN[C@H](C(C)(C)C)C,input/pdb/16.pdb,S(c1c(cc(OC)c(c1)C(=O)N2CCN(C(=O)C)CC2)C)C=3SC(=NC3)NC(=O)c4ccc(cc4)CN[C@H](C(C)(C)C)C,
S1(=O)(=O)[C@@H]([C@H](N2N=CC(NC(=O)C3=NNC4=C3C[C@H]5[C@](C5(F)F)(C4)C)=C2)c6ccccc6)CCCC1,input/pdb/16.pdb,S1(=O)(=O)[C@@H]([C@H](N2N=CC(NC(=O)C3=NNC4=C3C[C@H]5[C@](C5(F)F)(C4)C)=C2)c6ccccc6)CCCC1,
O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)CC)CCC5,input/pdb/16.pdb,O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)CC)CCC5,
S1C=2C(=NNC2C=C1C(F)F)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3,input/pdb/37.pdb,S1C=2C(=NNC2C=C1C(F)F)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3,
S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)CC)CC5,input/pdb/37.pdb,S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)CC)CC5,
S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)C=C)CC5,input/pdb/37.pdb,S1c2ncccc2N=C1Nc3nc(nc(c3)CN4CCOCC4)N[C@@H]5CN(C(=O)C=C)CC5,
Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,input/pdb/37.pdb,Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,
O=C(NC=1C(=NN(c2c3c(ccc2)cccc3)C1)C(=O)N)N,input/pdb/37.pdb,O=C(NC=1C(=NN(c2c3c(ccc2)cccc3)C1)C(=O)N)N,
S1C(c2ccccc2)=CC=3NN=C(C13)C=4Nc5c(ccc(c5)C(O)(CC)CC)C4,input/pdb/37.pdb,S1C(c2ccccc2)=CC=3NN=C(C13)C=4Nc5c(ccc(c5)C(O)(CC)CC)C4,
S(=O)(=O)(N)c1cc(Nc2nc3c(cn2)ccc4SC(c5ccccc5)=Cc43)ccc1,input/pdb/37.pdb,S(=O)(=O)(N)c1cc(Nc2nc3c(cn2)ccc4SC(c5ccccc5)=Cc43)ccc1,
S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c2)C=5C=NNC5,input/pdb/37.pdb,S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c2)C=5C=NNC5,
O=C(NC=1C=NN(C1)[C@@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/37.pdb,O=C(NC=1C=NN(C1)[C@@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,
O=C(NC=1C(=O)NC=C(c2ccncc2)C1)c3ccccc3,input/pdb/37.pdb,O=C(NC=1C(=O)NC=C(c2ccncc2)C1)c3ccccc3,
Fc1c(N(C(=O)/C=C\CN(C)C)C)cc2N3C(C(=Nc2c1)Nc4c(cccc4)C)=CN=C3,input/pdb/37.pdb,Fc1c(N(C(=O)/C=C\CN(C)C)C)cc2N3C(C(=Nc2c1)Nc4c(cccc4)C)=CN=C3,
O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNC4=C3CCC(C4)(C)C,input/pdb/37.pdb,O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNC4=C3CCC(C4)(C)C,
O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C=3NN=C4C3C=CC=C4,input/pdb/37.pdb,O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C=3NN=C4C3C=CC=C4,
O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/37.pdb,O=C(NC=1C=NN(C1)Cc2cc(C#N)ccc2)C3=NNc4c3ccc(c4)C=5C=NNC5,
S(=O)(=O)(c1cc(nc(NC2CCC(O)CC2)c1)NC3=NNC(c4ccccc4)=C3)c5ccccc5,input/pdb/37.pdb,S(=O)(=O)(c1cc(nc(NC2CCC(O)CC2)c1)NC3=NNC(c4ccccc4)=C3)c5ccccc5,
S1c2nc(OC)ccc2N=C1Nc3nc(nc(c3)C(F)(F)c4ccc(F)cc4)NC5CCC(O)CC5,input/pdb/37.pdb,S1c2nc(OC)ccc2N=C1Nc3nc(nc(c3)C(F)(F)c4ccc(F)cc4)NC5CCC(O)CC5,
S1C=2C(=NNC2C=C1)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3c5ccc(OC)cc5,input/pdb/37.pdb,S1C=2C(=NNC2C=C1)C=3Nc4c(ccc(c4)C(O)(CC)CC)C3c5ccc(OC)cc5,
O=C1N(N=C(NC2=NNC(=C2)C)c3c1cc(cc3)CN4CCN(CC4)C)C5CCOCC5,input/pdb/37.pdb,O=C1N(N=C(NC2=NNC(=C2)C)c3c1cc(cc3)CN4CCN(CC4)C)C5CCOCC5,
S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c5cnccc5)c2,input/pdb/37.pdb,S1c2c(N=C1NC(=O)[C@@H]3[C@@H](c4ccc(cc4)CN(C)C)C3)ccc(c5cnccc5)c2,
O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,input/pdb/37.pdb,O=C(NC=1C=NN(C1)[C@H](c2ccccc2)CCN(C)C)C3=NNc4c3ccc(c4)C=5C=NNC5,
O=C(NC=1C(=NN(c2c3c(ccc(OC(C)C)c3)ccc2)C1)C(=O)N)N,input/pdb/37.pdb,O=C(NC=1C(=NN(c2c3c(ccc(OC(C)C)c3)ccc2)C1)C(=O)N)N,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/37.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@@H]5CN(C(=O)CC)CCC5,input/pdb/37.pdb,O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@@H]5CN(C(=O)CC)CCC5,
O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/37.pdb,O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
O=C(Nc1cc(ccc1)C(C)(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)C=C)CCC5,input/pdb/37.pdb,O=C(Nc1cc(ccc1)C(C)(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)C=C)CCC5,
O=C(NC=1C(=NN(c2c3c(ccc(OC)c3)ccc2)C1)C(=O)N)N,input/pdb/37.pdb,O=C(NC=1C(=NN(c2c3c(ccc(OC)c3)ccc2)C1)C(=O)N)N,
O=C(NC=1C(=O)NC=C(c2nc(ncc2)NC)C1)c3ccc(N4CCCCC4)cc3,input/pdb/37.pdb,O=C(NC=1C(=O)NC=C(c2nc(ncc2)NC)C1)c3ccc(N4CCCCC4)cc3,
S1C=2C(=NNC2C=C1)C=3Nc4c(c(OCCN5CCOCC5)cc(c4)C(O)(CC)CC)C3,input/pdb/37.pdb,S1C=2C(=NNC2C=C1)C=3Nc4c(c(OCCN5CCOCC5)cc(c4)C(O)(CC)CC)C3,
S(c1c(cc(OC)c(c1)C(=O)N2CCN(C(=O)C)CC2)C)C=3SC(=NC3)NC(=O)c4ccc(cc4)CN[C@H](C(C)(C)C)C,input/pdb/37.pdb,S(c1c(cc(OC)c(c1)C(=O)N2CCN(C(=O)C)CC2)C)C=3SC(=NC3)NC(=O)c4ccc(cc4)CN[C@H](C(C)(C)C)C,
S1(=O)(=O)[C@@H]([C@H](N2N=CC(NC(=O)C3=NNC4=C3C[C@H]5[C@](C5(F)F)(C4)C)=C2)c6ccccc6)CCCC1,input/pdb/37.pdb,S1(=O)(=O)[C@@H]([C@H](N2N=CC(NC(=O)C3=NNC4=C3C[C@H]5[C@](C5(F)F)(C4)C)=C2)c6ccccc6)CCCC1,
O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)CC)CCC5,input/pdb/37.pdb,O=C(Nc1ccc(cc1)C(C)C)c2cc(ccc2)C3=NN(c4ncnc(N)c43)[C@H]5CN(C(=O)CC)CCC5,
O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(C3)COc4cnccc4,input/pdb/86.pdb,O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(C3)COc4cnccc4,
S(=O)(=O)(N(c1c(cccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/86.pdb,S(=O)(=O)(N(c1c(cccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
S=P(OP(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)O)(O)O,input/pdb/86.pdb,S=P(OP(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)O)(O)O,
O=C(Nc1c2NC(C(=O)NC(C)C)=Cc2ccc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/86.pdb,O=C(Nc1c2NC(C(=O)NC(C)C)=Cc2ccc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
S(=O)(=O)(N1CCCC1)c2c(cccc2)CNc3nc(ncc3C(F)(F)F)Nc4cc5c(NC(=O)C5)cc4,input/pdb/86.pdb,S(=O)(=O)(N1CCCC1)c2c(cccc2)CNc3nc(ncc3C(F)(F)F)Nc4cc5c(NC(=O)C5)cc4,
O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(c4c(cc(OC)cc4)C)C3,input/pdb/86.pdb,O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(c4c(cc(OC)cc4)C)C3,
O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/86.pdb,O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,input/pdb/86.pdb,S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/86.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
S(=O)(=O)(N1c2ncccc2CNc3nc(ncc3C(F)(F)F)Nc4cc5c(N(C(=O)CCCC1)CC5)cc4)C,input/pdb/86.pdb,S(=O)(=O)(N1c2ncccc2CNc3nc(ncc3C(F)(F)F)Nc4cc5c(N(C(=O)CCCC1)CC5)cc4)C,
O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(C3)COc4cnccc4,input/pdb/93.pdb,O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(C3)COc4cnccc4,
S(=O)(=O)(N(c1c(cccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/93.pdb,S(=O)(=O)(N(c1c(cccc1)CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
S=P(OP(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)O)(O)O,input/pdb/93.pdb,S=P(OP(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)O)(O)O,
O=C(Nc1c2NC(C(=O)NC(C)C)=Cc2ccc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,input/pdb/93.pdb,O=C(Nc1c2NC(C(=O)NC(C)C)=Cc2ccc1)NC=3N(N=C(C3)C(C)(C)C)c4ccc(cc4)C,
S(=O)(=O)(N1CCCC1)c2c(cccc2)CNc3nc(ncc3C(F)(F)F)Nc4cc5c(NC(=O)C5)cc4,input/pdb/93.pdb,S(=O)(=O)(N1CCCC1)c2c(cccc2)CNc3nc(ncc3C(F)(F)F)Nc4cc5c(NC(=O)C5)cc4,
O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(c4c(cc(OC)cc4)C)C3,input/pdb/93.pdb,O=C(NC=1N(N=C(C1)C(C)(C)C)c2ccc(cc2)C)NC=3NN=C(c4c(cc(OC)cc4)C)C3,
O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,input/pdb/93.pdb,O=C(Nc1c2c(c(OCCN3CCOCC3)cc1)cccc2)NC=4N(N=C(C4)C(C)(C)C)c5ccc(cc5)C,
S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,input/pdb/93.pdb,S(=O)(=O)(NC)c1ccc(Nc2nc(N[C@H]3[C@H](N(C)C)CCC3)c(cn2)C(F)(F)F)cc1,
S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,input/pdb/93.pdb,S(=O)(=O)(N(c1ncccc1CNc2nc(ncc2C(F)(F)F)Nc3cc4c(NC(=O)C4)cc3)C)C,
S(=O)(=O)(N1c2ncccc2CNc3nc(ncc3C(F)(F)F)Nc4cc5c(N(C(=O)CCCC1)CC5)cc4)C,input/pdb/93.pdb,S(=O)(=O)(N1c2ncccc2CNc3nc(ncc3C(F)(F)F)Nc4cc5c(N(C(=O)CCCC1)CC5)cc4)C,
FC(F)(F)c1cc(NC(=O)Nc2cc(Nc3cc4NC(=O)/C(/c4cc3)=C\C=5NC=CC5)ccc2)ccc1,input/pdb/100.pdb,FC(F)(F)c1cc(NC(=O)Nc2cc(Nc3cc4NC(=O)/C(/c4cc3)=C\C=5NC=CC5)ccc2)ccc1,
N#Cc1ccc(cc1)C=2N3N=C(NCc4ccccc4)C=CC3=NC2,input/pdb/100.pdb,N#Cc1ccc(cc1)C=2N3N=C(NCc4ccccc4)C=CC3=NC2,
Cc1c(cccc1C(=O)Nc2cc(cc(c2)N3CCN(CC3)C)C(F)(F)F)C#Cc4cnc5n4ccnc5,input/pdb/100.pdb,Cc1c(cccc1C(=O)Nc2cc(cc(c2)N3CCN(CC3)C)C(F)(F)F)C#Cc4cnc5n4ccnc5,
Cc1c(cccc1C(=O)Nc2cc(cc(c2)N3CCN(CC3)C)C(C)C)C#Cc4cnc5n4cc(nc5)c6ccc(cc6)N,input/pdb/100.pdb,Cc1c(cccc1C(=O)Nc2cc(cc(c2)N3CCN(CC3)C)C(C)C)C#Cc4cnc5n4cc(nc5)c6ccc(cc6)N,
O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,input/pdb/117.pdb,O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,
S(c1nc(N2CCN(CC2)C)cc(n1)NC=3NN=C(C3)C)c4ccc(NC(=O)C5CC5)cc4,input/pdb/117.pdb,S(c1nc(N2CCN(CC2)C)cc(n1)NC=3NN=C(C3)C)c4ccc(NC(=O)C5CC5)cc4,
S(=O)(=O)(N)c1ccc(NC2=NN(C(=S)Nc3c(F)cccc3F)C(=N2)N)cc1,input/pdb/117.pdb,S(=O)(=O)(N)c1ccc(NC2=NN(C(=S)Nc3c(F)cccc3F)C(=N2)N)cc1,
Fc1c(O)c(F)cc(c2c(c3ccc(N4CCN(CC4)C)cc3)ccnc2)c1,input/pdb/132.pdb,Fc1c(O)c(F)cc(c2c(c3ccc(N4CCN(CC4)C)cc3)ccnc2)c1,
O1c2c(N=C1Nc3cc(OC)c(OC)c(OC)c3)cccc2c4c5NC=Nc5ccc4,input/pdb/132.pdb,O1c2c(N=C1Nc3cc(OC)c(OC)c(OC)c3)cccc2c4c5NC=Nc5ccc4,
Fc1c(c(OC)ccc1)c2c3OC(=Nc3ccc2)Nc4cc(OC)c(OC)c(OC)c4,input/pdb/132.pdb,Fc1c(c(OC)ccc1)c2c3OC(=Nc3ccc2)Nc4cc(OC)c(OC)c(OC)c4,
P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/132.pdb,P(=O)(OP(=O)(O)NP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
Oc1ccc(cc1)C2=NNC=C2c3ccc(O)cc3,input/pdb/132.pdb,Oc1ccc(cc1)C2=NNC=C2c3ccc(O)cc3,
Fc1c(O)c(F)cc(Nc2nc3N([C@@H](C(=O)N(c3cn2)C)C)CCC(C)C)c1,input/pdb/132.pdb,Fc1c(O)c(F)cc(Nc2nc3N([C@@H](C(=O)N(c3cn2)C)C)CCC(C)C)c1,
Clc1cc2c(N(c3c(N=C2N[C@@H]4CN(C(=O)NC(C)(C)C)CC4)cc(F)cc3)CC)cc1,input/pdb/167.pdb,Clc1cc2c(N(c3c(N=C2N[C@@H]4CN(C(=O)NC(C)(C)C)CC4)cc(F)cc3)CC)cc1,
Clc1c2NC=Nc2ccc1CNc3nc(NC4=NNC(=C4)C5CC5)ccn3,input/pdb/167.pdb,Clc1c2NC=Nc2ccc1CNc3nc(NC4=NNC(=C4)C5CC5)ccn3,
Clc1cc2c(N(c3c(N=C2N4CCN(CC4)C)cc(F)cc3)CC)cc1,input/pdb/167.pdb,Clc1cc2c(N(c3c(N=C2N4CCN(CC4)C)cc(F)cc3)CC)cc1,
Fc1cc2N=C(N3CCN(CC3)C)c4c(Nc2cc1)ccc(F)c4,input/pdb/167.pdb,Fc1cc2N=C(N3CCN(CC3)C)c4c(Nc2cc1)ccc(F)c4,
O(CCNC1=Nc2c(N1c3nc(ncc3)N)cc(C#CC4(O)CCCCC4)cc2)C,input/pdb/167.pdb,O(CCNC1=Nc2c(N1c3nc(ncc3)N)cc(C#CC4(O)CCCCC4)cc2)C,
