complex_name,protein_path,ligand_description,protein_sequence
c1ccc(cc1)N2CN(C(=O)C23CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)Cc6nc(no6)C7CC7,input/pdb/10748.pdb,c1ccc(cc1)N2CN(C(=O)C23CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)Cc6nc(no6)C7CC7,
Cc1cccc2c1C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,input/pdb/10748.pdb,Cc1cccc2c1C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,
Cc1cn(cn1)c2cc(cc(c2)NC(=O)c3ccc4c(c3)C[C@@H](C4)Nc5cncnc5)C(F)(F)F,input/pdb/10748.pdb,Cc1cn(cn1)c2cc(cc(c2)NC(=O)c3ccc4c(c3)C[C@@H](C4)Nc5cncnc5)C(F)(F)F,
S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C3=C(N(N=C3)c4ccccc4)N)CCC5CCCCC5)CCC1)C,input/pdb/10748.pdb,S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C3=C(N(N=C3)c4ccccc4)N)CCC5CCCCC5)CCC1)C,
S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C=3N4C(=NC3)C=CC=C4)CCC5CCCCC5)CCC1)C,input/pdb/10748.pdb,S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C=3N4C(=NC3)C=CC=C4)CCC5CCCCC5)CCC1)C,
c1ccc(cc1)[C@@H]2C[C@H]2NC(=O)c3cc(cc(c3)Cl)COc4cc5cc[nH]c5nc4,input/pdb/10748.pdb,c1ccc(cc1)[C@@H]2C[C@H]2NC(=O)c3cc(cc(c3)Cl)COc4cc5cc[nH]c5nc4,
c1cc(cc(c1)C#Cc2cccnc2)CC(=O)Nc3cccc(c3)C(F)(F)F,input/pdb/10748.pdb,c1cc(cc(c1)C#Cc2cccnc2)CC(=O)Nc3cccc(c3)C(F)(F)F,
c1ccc(cc1)[C@@H]2CNC[C@H]2NC(=O)c3ccc(c(c3)COc4cc5cc[nH]c5nc4)Cl,input/pdb/10748.pdb,c1ccc(cc1)[C@@H]2CNC[C@H]2NC(=O)c3ccc(c(c3)COc4cc5cc[nH]c5nc4)Cl,
c1cc(cc(c1)C(=O)Nc2cccc(c2)C(F)(F)F)C#Cc3ccc(nc3)N,input/pdb/10748.pdb,c1cc(cc(c1)C(=O)Nc2cccc(c2)C(F)(F)F)C#Cc3ccc(nc3)N,
c1cc(c(cc1C(=O)Nc2ccc(c(c2)C(=O)Nc3cc4cc[nH]c4nc3)Cl)Cl)NCCO,input/pdb/10748.pdb,c1cc(c(cc1C(=O)Nc2ccc(c(c2)C(=O)Nc3cc4cc[nH]c4nc3)Cl)Cl)NCCO,
c1cc(cc(c1)Oc2cnc(nc2)N)CCNC(=O)c3cccc(c3)OC(F)(F)F,input/pdb/10748.pdb,c1cc(cc(c1)Oc2cnc(nc2)N)CCNC(=O)c3cccc(c3)OC(F)(F)F,
c1cc(cc(c1)OC(F)(F)F)C(=O)NC[C@@H]2CCCC[C@H]2CCOc3cccnc3,input/pdb/10748.pdb,c1cc(cc(c1)OC(F)(F)F)C(=O)NC[C@@H]2CCCC[C@H]2CCOc3cccnc3,
CCS(=O)(=O)c1ccc(cc1CNC(=O)c2cc(cc(c2)OC(F)(F)F)N3CCNCC3)Cl,input/pdb/10748.pdb,CCS(=O)(=O)c1ccc(cc1CNC(=O)c2cc(cc(c2)OC(F)(F)F)N3CCNCC3)Cl,
O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,input/pdb/10760.pdb,O=C(Nc1cc(Nc2nc(c3cnccc3)ccn2)c(cc1)C)c4ccc(cc4)CN5CCN(CC5)C,
S(c1nc(N2CCN(CC2)C)cc(n1)NC=3NN=C(C3)C)c4ccc(NC(=O)C5CC5)cc4,input/pdb/10760.pdb,S(c1nc(N2CCN(CC2)C)cc(n1)NC=3NN=C(C3)C)c4ccc(NC(=O)C5CC5)cc4,
FC(F)(F)c1c(ccc(NC(=O)c2cc(C#CC=3N4N=CC=CC4=NC3)c(cc2)C)c1)CN5CCN(CC5)C,input/pdb/10760.pdb,FC(F)(F)c1c(ccc(NC(=O)c2cc(C#CC=3N4N=CC=CC4=NC3)c(cc2)C)c1)CN5CCN(CC5)C,
Clc1c(NC(=O)C=2SC(=NC2)Nc3nc(nc(N4CCN(CCO)CC4)c3)C)c(ccc1)C,input/pdb/10760.pdb,Clc1c(NC(=O)C=2SC(=NC2)Nc3nc(nc(N4CCN(CCO)CC4)c3)C)c(ccc1)C,
Fc1cc2N=C(Oc2cc1)N[C@H](c3cc(NC(=O)C=4N5C(=NC4)C=CC=C5)c(cc3)C)C,input/pdb/10760.pdb,Fc1cc2N=C(Oc2cc1)N[C@H](c3cc(NC(=O)C=4N5C(=NC4)C=CC=C5)c(cc3)C)C,
Clc1c(NC(=O)NCc2cnccc2)cccc1,input/pdb/10760.pdb,Clc1c(NC(=O)NCc2cnccc2)cccc1,
FC(F)(F)c1c(ccc(c1)C(=O)Nc2cc(Oc3cc4c(NC(=O)C4)cc3)c(cc2)C)CN5CCN(CC5)CC,input/pdb/10760.pdb,FC(F)(F)c1c(ccc(c1)C(=O)Nc2cc(Oc3cc4c(NC(=O)C4)cc3)c(cc2)C)CN5CCN(CC5)CC,
Fc1cc(NC(=O)NCc2cc(NC(=O)C=3N4C(=NC3)C=CC=C4)c(cc2)C)ccc1,input/pdb/10760.pdb,Fc1cc(NC(=O)NCc2cc(NC(=O)C=3N4C(=NC3)C=CC=C4)c(cc2)C)ccc1,
FC(F)(F)c1cc(NC(=O)c2cc3c(cc2)[C@@H](CN(c4cncnc4)C3)C)cc(c1)CN5CCN(CC5)C,input/pdb/10760.pdb,FC(F)(F)c1cc(NC(=O)c2cc3c(cc2)[C@@H](CN(c4cncnc4)C3)C)cc(c1)CN5CCN(CC5)C,
FC(F)(F)c1cc(cc(c1)CN2CCN(CC2)C)C(=O)Nc3cc4c(cc3)[C@H](CN(c5cncnc5)C4)C,input/pdb/10760.pdb,FC(F)(F)c1cc(cc(c1)CN2CCN(CC2)C)C(=O)Nc3cc4c(cc3)[C@H](CN(c5cncnc5)C4)C,
CC(C)c1ccc(cc1C#Cc2cnc3n2ccnc3)C(=O)Nc4cc(cc(c4)C(F)(F)F)CN5CCN(CC5)C,input/pdb/10760.pdb,CC(C)c1ccc(cc1C#Cc2cnc3n2ccnc3)C(=O)Nc4cc(cc(c4)C(F)(F)F)CN5CCN(CC5)C,
CNC(=O)CN1CN(C2(C1=O)CCN(CC2)C(=O)c3ccc4c(c3)c[nH]n4)c5ccccc5,input/pdb/10760.pdb,CNC(=O)CN1CN(C2(C1=O)CCN(CC2)C(=O)c3ccc4c(c3)c[nH]n4)c5ccccc5,
c1cc2c(c(c1)Br)C3(CCN(CC3)C(=O)c4ccc5c(n4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,input/pdb/10760.pdb,c1cc2c(c(c1)Br)C3(CCN(CC3)C(=O)c4ccc5c(n4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,
COc1ccc2c(n1)C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)N6CCC[C@H]6C(F)(F)F,input/pdb/10760.pdb,COc1ccc2c(n1)C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)N6CCC[C@H]6C(F)(F)F,
c1ccc(cc1)N2CN(C(=O)C23CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)Cc6nc(no6)C7CC7,input/pdb/10760.pdb,c1ccc(cc1)N2CN(C(=O)C23CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)Cc6nc(no6)C7CC7,
Cc1cccc2c1C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,input/pdb/10760.pdb,Cc1cccc2c1C3(CCN(CC3)C(=O)c4ccc5c(c4)cn[nH]5)C(=O)N2CC(=O)NCC(F)(F)F,
Cc1cn(cn1)c2cc(cc(c2)NC(=O)c3ccc4c(c3)C[C@@H](C4)Nc5cncnc5)C(F)(F)F,input/pdb/10760.pdb,Cc1cn(cn1)c2cc(cc(c2)NC(=O)c3ccc4c(c3)C[C@@H](C4)Nc5cncnc5)C(F)(F)F,
S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C3=C(N(N=C3)c4ccccc4)N)CCC5CCCCC5)CCC1)C,input/pdb/10760.pdb,S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C3=C(N(N=C3)c4ccccc4)N)CCC5CCCCC5)CCC1)C,
S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C=3N4C(=NC3)C=CC=C4)CCC5CCCCC5)CCC1)C,input/pdb/10760.pdb,S(=O)(=O)(N1C[C@@H](NC(=O)[C@@H](NC(=O)c2ccc(cc2)CNC(=O)C=3N4C(=NC3)C=CC=C4)CCC5CCCCC5)CCC1)C,
c1ccc(cc1)[C@@H]2C[C@H]2NC(=O)c3cc(cc(c3)Cl)COc4cc5cc[nH]c5nc4,input/pdb/10760.pdb,c1ccc(cc1)[C@@H]2C[C@H]2NC(=O)c3cc(cc(c3)Cl)COc4cc5cc[nH]c5nc4,
c1cc(cc(c1)C#Cc2cccnc2)CC(=O)Nc3cccc(c3)C(F)(F)F,input/pdb/10760.pdb,c1cc(cc(c1)C#Cc2cccnc2)CC(=O)Nc3cccc(c3)C(F)(F)F,
c1ccc(cc1)[C@@H]2CNC[C@H]2NC(=O)c3ccc(c(c3)COc4cc5cc[nH]c5nc4)Cl,input/pdb/10760.pdb,c1ccc(cc1)[C@@H]2CNC[C@H]2NC(=O)c3ccc(c(c3)COc4cc5cc[nH]c5nc4)Cl,
c1cc(cc(c1)C(=O)Nc2cccc(c2)C(F)(F)F)C#Cc3ccc(nc3)N,input/pdb/10760.pdb,c1cc(cc(c1)C(=O)Nc2cccc(c2)C(F)(F)F)C#Cc3ccc(nc3)N,
c1cc(c(cc1C(=O)Nc2ccc(c(c2)C(=O)Nc3cc4cc[nH]c4nc3)Cl)Cl)NCCO,input/pdb/10760.pdb,c1cc(c(cc1C(=O)Nc2ccc(c(c2)C(=O)Nc3cc4cc[nH]c4nc3)Cl)Cl)NCCO,
c1cc(cc(c1)Oc2cnc(nc2)N)CCNC(=O)c3cccc(c3)OC(F)(F)F,input/pdb/10760.pdb,c1cc(cc(c1)Oc2cnc(nc2)N)CCNC(=O)c3cccc(c3)OC(F)(F)F,
c1cc(cc(c1)OC(F)(F)F)C(=O)NC[C@@H]2CCCC[C@H]2CCOc3cccnc3,input/pdb/10760.pdb,c1cc(cc(c1)OC(F)(F)F)C(=O)NC[C@@H]2CCCC[C@H]2CCOc3cccnc3,
CCS(=O)(=O)c1ccc(cc1CNC(=O)c2cc(cc(c2)OC(F)(F)F)N3CCNCC3)Cl,input/pdb/10760.pdb,CCS(=O)(=O)c1ccc(cc1CNC(=O)c2cc(cc(c2)OC(F)(F)F)N3CCNCC3)Cl,
Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,input/pdb/10766.pdb,Fc1cc\2c(NC(=O)/C2=C\C=3NC(=C(C(=O)NCCN(CC)CC)C3C)C)cc1,
P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,input/pdb/10766.pdb,P(=O)(OP(=O)(O)O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O,
O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/10766.pdb,O=C1NCc2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,input/pdb/10766.pdb,P(=O)(OP(=O)(OC[C@H]1O[C@@H](N2c3ncnc(N)c3N=C2)[C@H](O)[C@@H]1O)O)(OP(=O)(O)O)O,
Clc1cc(Nc2nc(nc3N(C=Nc32)CC)N[C@H]4[C@H](N)CCCC4)ccc1,input/pdb/10766.pdb,Clc1cc(Nc2nc(nc3N(C=Nc32)CC)N[C@H]4[C@H](N)CCCC4)ccc1,
S(=O)(=O)(NCCN(C)C)c1ccc(c2nc(c(nc2)N)C(=O)Nc3cnccc3)cc1,input/pdb/10766.pdb,S(=O)(=O)(NCCN(C)C)c1ccc(c2nc(c(nc2)N)C(=O)Nc3cnccc3)cc1,
O(c1c(OC)cc2c(ncnc2c1)Nc3cc(O)ccc3)C,input/pdb/10766.pdb,O(c1c(OC)cc2c(ncnc2c1)Nc3cc(O)ccc3)C,
O(C1CCN(c2nc(Nc3ncc4c(N(C=C4)C5CCCC5)c3)ccn2)CC1)C,input/pdb/10766.pdb,O(C1CCN(c2nc(Nc3ncc4c(N(C=C4)C5CCCC5)c3)ccn2)CC1)C,
S1C(=NC(=C1c2nc(ncc2)Nc3cc([N+]([O-])=O)ccc3)C)N,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2)Nc3cc([N+]([O-])=O)ccc3)C)N,
S1c2c(cc(OC)cc2)C=3NC[C@H](NC(=O)C13)CN,input/pdb/10766.pdb,S1c2c(cc(OC)cc2)C=3NC[C@H](NC(=O)C13)CN,
O(c1ccc(NC=2N3N=CC=C3N=C(N[C@@H]4CNCCC4)C2C)cc1)CC,input/pdb/10766.pdb,O(c1ccc(NC=2N3N=CC=C3N=C(N[C@@H]4CNCCC4)C2C)cc1)CC,
Clc1c(ccc(Nc2nc(nc3N(C=Nc32)C(C)C)N[C@H](C(C)C)CO)c1)C(=O)O,input/pdb/10766.pdb,Clc1c(ccc(Nc2nc(nc3N(C=Nc32)C(C)C)N[C@H](C(C)C)CO)c1)C(=O)O,
O=C1N[C@H](O)c2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,input/pdb/10766.pdb,O=C1N[C@H](O)c2c3c4N(c5c3cccc5)[C@]6(O[C@@H](N7c4c(c8c7cccc8)c21)C[C@@H](NC)[C@H]6OC)C,
Clc1c(Nc2nc(ncc2)Nc3ccc(cc3)C(=O)O)cccc1,input/pdb/10766.pdb,Clc1c(Nc2nc(ncc2)Nc3ccc(cc3)C(=O)O)cccc1,
O=C(O)c1ccc(Nc2nc(Nc3ccccc3)ccn2)cc1,input/pdb/10766.pdb,O=C(O)c1ccc(Nc2nc(Nc3ccccc3)ccn2)cc1,
O=C(NC=1C(=NNC1)C2=Nc3c(N2)cccc3)c4ccccc4,input/pdb/10766.pdb,O=C(NC=1C(=NNC1)C2=Nc3c(N2)cccc3)c4ccccc4,
S(=O)(=O)(N)c1cc(Nc2nc(c(C#N)cn2)C=3SC(=NC3C)NC)ccc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1cc(Nc2nc(c(C#N)cn2)C=3SC(=NC3C)NC)ccc1,
S(=O)(=O)(N1CCOCC1)c2c(ccc(Nc3nc(c(C#N)cn3)C=4SC(=NC)NC4C)c2)C,input/pdb/10766.pdb,S(=O)(=O)(N1CCOCC1)c2c(ccc(Nc3nc(c(C#N)cn3)C=4SC(=NC)NC4C)c2)C,
S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(O)ccc3)C)NC,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(O)ccc3)C)NC,
Clc1c(Cl)cc2N(C=Nc2c1)[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)CO,input/pdb/10766.pdb,Clc1c(Cl)cc2N(C=Nc2c1)[C@@H]3O[C@@H]([C@@H](O)[C@H]3O)CO,
S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(N4CCNCCC4)ccc3)C)NC,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(N4CCNCCC4)ccc3)C)NC,
S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(N4CCN(C(=O)C)CCC4)ccc3)C)NC,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2C#N)Nc3cc(N4CCN(C(=O)C)CCC4)ccc3)C)NC,
OC[C@H](Nc1nc2N(C=Nc2c(n1)NCc3ccccc3)C(C)C)CC,input/pdb/10766.pdb,OC[C@H](Nc1nc2N(C=Nc2c(n1)NCc3ccccc3)C(C)C)CC,
S(=O)(=O)(N)c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1,
S(=O)(=O)(N)c1ccc(cc1)C=2OC(/C=C/3\SC(=O)NC3=O)=CC2,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(cc1)C=2OC(/C=C/3\SC(=O)NC3=O)=CC2,
S(=O)(=O)(N)c1ccc(NN=C2c3c(NC2=O)ccc(c3)C(=O)O)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(NN=C2c3c(NC2=O)ccc(c3)C(=O)O)cc1,
S1C(=NC(N)=C1C(=O)c2cc3c(cc2)cccc3)NCC=C,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2cc3c(cc2)cccc3)NCC=C,
O(c1cnc(Nc2ncnc(N3c4c(N=C3)cccc4)c2)cc1)CCCN(C)C,input/pdb/10766.pdb,O(c1cnc(Nc2ncnc(N3c4c(N=C3)cccc4)c2)cc1)CCCN(C)C,
S(=O)(=O)(NC)c1ccc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2,input/pdb/10766.pdb,S(=O)(=O)(NC)c1ccc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2,
S1C(=NC(N)=C1C(=O)c2cc([N+]([O-])=O)ccc2)NC3CCCCC3,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2cc([N+]([O-])=O)ccc2)NC3CCCCC3,
Oc1c(cccc1)CNc2nc(nc3N(C=Nc32)C(C)C)N[C@@H](CO)CC,input/pdb/10766.pdb,Oc1c(cccc1)CNc2nc(nc3N(C=Nc32)C(C)C)N[C@@H](CO)CC,
S1C(=NC(=C1c2nc(ncc2)Nc3cc([N+]([O-])=O)ccc3)C)C,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2)Nc3cc([N+]([O-])=O)ccc3)C)C,
S(=O)(=O)(N)c1ccc(NC=2SC(C(=O)c3cc4c(cc3)cccc4)=C(N2)N)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(NC=2SC(C(=O)c3cc4c(cc3)cccc4)=C(N2)N)cc1,
S1C(=NC(N)=C1C(=O)c2ccccc2)Nc3ccccc3,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2ccccc2)Nc3ccccc3,
FC(F)(F)c1nc(NC(C)(C)C)c2c(n1)ccc(c3cc(N)ccc3)c2,input/pdb/10766.pdb,FC(F)(F)c1nc(NC(C)(C)C)c2c(n1)ccc(c3cc(N)ccc3)c2,
BrC1=C2N(N=C1)C(NCc3cncnc3)=CC(c4ccccc4)=C2,input/pdb/10766.pdb,BrC1=C2N(N=C1)C(NCc3cncnc3)=CC(c4ccccc4)=C2,
S(=O)(=O)(N)c1ccc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2,
O=C(N1CCN(c2ccc(Nc3nc(ccn3)C=4N(C(=NC4)C)C(C)C)cc2)CC1)CO,input/pdb/10766.pdb,O=C(N1CCN(c2ccc(Nc3nc(ccn3)C=4N(C(=NC4)C)C(C)C)cc2)CC1)CO,
N=1Nc2c(ccc(c3ccc(N)cc3)c2)C1C4=Nc5c(N6CCN(CC6)C)cccc5N4,input/pdb/10766.pdb,N=1Nc2c(ccc(c3ccc(N)cc3)c2)C1C4=Nc5c(N6CCN(CC6)C)cccc5N4,
S(=O)(=O)(c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1)CCNCCCO,input/pdb/10766.pdb,S(=O)(=O)(c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1)CCNCCCO,
Clc1c(c(Cl)ccc1)C(=O)NC=2C(=NNC2)C(=O)NC3CCNCC3,input/pdb/10766.pdb,Clc1c(c(Cl)ccc1)C(=O)NC=2C(=NNC2)C(=O)NC3CCNCC3,
n1c(nc(NCc2ccccc2)c3N=CN(c13)C4CCCC4)NC5CCC(N)CC5,input/pdb/10766.pdb,n1c(nc(NCc2ccccc2)c3N=CN(c13)C4CCCC4)NC5CCC(N)CC5,
S1C(=NC(N)=C1C(=O)c2cnccc2)Nc3ccccc3,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2cnccc2)Nc3ccccc3,
Fc1c(c(F)ccc1)C(=O)NC=2C(=NNC2)C(=O)NC3CCNCC3,input/pdb/10766.pdb,Fc1c(c(F)ccc1)C(=O)NC=2C(=NNC2)C(=O)NC3CCNCC3,
[O-][N+](=O)c1cc(Nc2nc(c3cc(ccc3)CN4N=CN=C4)ccn2)ccc1,input/pdb/10766.pdb,[O-][N+](=O)c1cc(Nc2nc(c3cc(ccc3)CN4N=CN=C4)ccn2)ccc1,
[O-][N+](=O)c1cc(c(NCc2ccc(O)cc2)cc1)C(=O)N,input/pdb/10766.pdb,[O-][N+](=O)c1cc(c(NCc2ccc(O)cc2)cc1)C(=O)N,
S1C(=NC(N)=C1C(=O)c2ncccc2)NCC=C,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2ncccc2)NCC=C,
[O-][N+](=O)c1c(NCCCN)cc(NCc2cnccc2)c(c1)C(=O)N,input/pdb/10766.pdb,[O-][N+](=O)c1c(NCCCN)cc(NCc2cnccc2)c(c1)C(=O)N,
FC(F)(F)c1c(ccc(NC(=O)Nc2ccc(Oc3nc(ncc3)N)cc2)c1)CN4CCN(CC4)C,input/pdb/10766.pdb,FC(F)(F)c1c(ccc(NC(=O)Nc2ccc(Oc3nc(ncc3)N)cc2)c1)CN4CCN(CC4)C,
S1/C(/C(=O)N=C1NCC=2SC=CC2)=C/c3cc4c(nccc4)cc3,input/pdb/10766.pdb,S1/C(/C(=O)N=C1NCC=2SC=CC2)=C/c3cc4c(nccc4)cc3,
S1C(=NC(=C1c2nc(ncc2)Nc3ccc(N(C)C)cc3)C)C,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2)Nc3ccc(N(C)C)cc3)C)C,
O=C(O)c1c(c(ccc1)C2=Nc3nc(nc(OCC4CCCCC4)c3N2)N)C,input/pdb/10766.pdb,O=C(O)c1c(c(ccc1)C2=Nc3nc(nc(OCC4CCCCC4)c3N2)N)C,
Clc1cc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)ccc1,input/pdb/10766.pdb,Clc1cc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)ccc1,
Brc1c(N(c2ncnc(Nc3ccc(OC[C@@H](O)CN(C)C)cc3)c2)CC#N)ccc(c1)C,input/pdb/10766.pdb,Brc1c(N(c2ncnc(Nc3ccc(OC[C@@H](O)CN(C)C)cc3)c2)CC#N)ccc(c1)C,
ClC1=NC=2N(N=CC2)C(Nc3ccc(S(=O)(=O)C)cc3)=C1,input/pdb/10766.pdb,ClC1=NC=2N(N=CC2)C(Nc3ccc(S(=O)(=O)C)cc3)=C1,
S(=O)(=O)(N)c1c(cc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2)C(F)(F)F,input/pdb/10766.pdb,S(=O)(=O)(N)c1c(cc(cc1)C=2OC(/C=C/3\SC(=N)NC3=O)=CC2)C(F)(F)F,
Brc1c(N(c2ncnc(Nc3ccc(OC[C@H](O)CN(C)C)cc3)c2)CC#N)ccc(c1)C,input/pdb/10766.pdb,Brc1c(N(c2ncnc(Nc3ccc(OC[C@H](O)CN(C)C)cc3)c2)CC#N)ccc(c1)C,
O=C(Nc1ncccc1)Nc2c3c(ccc2)C(=O)N4[C@@H]3CCC4,input/pdb/10766.pdb,O=C(Nc1ncccc1)Nc2c3c(ccc2)C(=O)N4[C@@H]3CCC4,
Fc1c(cccc1)C=2N=C(NCc3cnccc3)C4=NC=CN4C2,input/pdb/10766.pdb,Fc1c(cccc1)C=2N=C(NCc3cnccc3)C4=NC=CN4C2,
S(=O)(=O)(N)c1ccc(NC=2SC(C(=O)c3c(cccc3)C)=C(N2)N)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(NC=2SC(C(=O)c3c(cccc3)C)=C(N2)N)cc1,
Fc1c(Nc2ncnc(Nc3ccc(OC[C@H](O)CN(C)C)cc3)c2)cc(cc1)C(F)(F)F,input/pdb/10766.pdb,Fc1c(Nc2ncnc(Nc3ccc(OC[C@H](O)CN(C)C)cc3)c2)cc(cc1)C(F)(F)F,
O=Nc1c(OCC2CCCCC2)nc(nc1N)Nc3ccc(cc3)C(=O)N,input/pdb/10766.pdb,O=Nc1c(OCC2CCCCC2)nc(nc1N)Nc3ccc(cc3)C(=O)N,
S1C(=NC(N)=C1C(=O)c2cc([N+]([O-])=O)ccc2)NCC=C,input/pdb/10766.pdb,S1C(=NC(N)=C1C(=O)c2cc([N+]([O-])=O)ccc2)NCC=C,
S(=O)(=O)(N)c1ccc(NN=C2c3c(NC2=O)ccc(c3)C(=O)NCCC=4N=CNC4)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(NN=C2c3c(NC2=O)ccc(c3)C(=O)NCCC=4N=CNC4)cc1,
S(=O)(=O)(N)c1ccc(N2N=C(C(=O)N)C3=C2C4=C(NN=C4)CC3)cc1,input/pdb/10766.pdb,S(=O)(=O)(N)c1ccc(N2N=C(C(=O)N)C3=C2C4=C(NN=C4)CC3)cc1,
S1C(=NC(=C1c2nc(ncc2)Nc3cc(O)ccc3)C)C,input/pdb/10766.pdb,S1C(=NC(=C1c2nc(ncc2)Nc3cc(O)ccc3)C)C,
O=C(N)c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1,input/pdb/10766.pdb,O=C(N)c1ccc(Nc2nc(OCC3CCCCC3)c4N=CNc4n2)cc1,
Fc1ccc(NC(=O)C2=NNC=C2NC(=O)c3ccccc3)cc1,input/pdb/10766.pdb,Fc1ccc(NC(=O)C2=NNC=C2NC(=O)c3ccccc3)cc1,
S(=O)(=O)(O)c1c2c(Nc3ccccc3)cccc2ccc1,input/pdb/10766.pdb,S(=O)(=O)(O)c1c2c(Nc3ccccc3)cccc2ccc1,
S1/C(/C(=O)NC1=N)=C\C=2OC(c3ccc(cc3)C(=O)O)=CC2,input/pdb/10766.pdb,S1/C(/C(=O)NC1=N)=C\C=2OC(c3ccc(cc3)C(=O)O)=CC2,
